features,test_dataset,trained_on,split,balanced_accuracy,auroc
hr_hrv_eda,PhysioNet,other_datasets_only,11,0.7080003591631499,0.8013827781269641
hr_hrv_eda,PhysioNet,all_datasets,11,0.7506060878153902,0.8456496363473107
hr_hrv_eda,PhysioNet,within_dataset,12,0.8221234018899388,0.8557531962201224
hr_hrv_eda,PhysioNet,other_datasets_only,12,0.6910783768760422,0.772373540856031
hr_hrv_eda,PhysioNet,all_datasets,12,0.7858532518065592,0.8581619418195294
hr_hrv_eda,PhysioNet,within_dataset,13,0.7406795458396882,0.8317234367056431
hr_hrv_eda,PhysioNet,other_datasets_only,13,0.7617352991018471,0.7501270971021861
hr_hrv_eda,PhysioNet,all_datasets,13,0.7468225724453483,0.7768174885612608
hr_hrv_eda,PhysioNet,within_dataset,14,0.8298184313970175,0.8989205715355338
hr_hrv_eda,PhysioNet,other_datasets_only,14,0.749547638360267,0.8035190615835777
hr_hrv_eda,PhysioNet,all_datasets,14,0.7880451737692644,0.8198040806139639
hr_hrv_eda,PhysioNet,within_dataset,15,0.7009132420091324,0.7750428082191781
hr_hrv_eda,PhysioNet,other_datasets_only,15,0.7001997716894977,0.7609874429223745
hr_hrv_eda,PhysioNet,all_datasets,15,0.7121860730593608,0.7862442922374429
hr_hrv_eda,PhysioNet,within_dataset,16,0.798218476637508,0.8716663110731812
hr_hrv_eda,PhysioNet,other_datasets_only,16,0.7687219970130147,0.8682526136121186
hr_hrv_eda,PhysioNet,all_datasets,16,0.7941113718796672,0.8984425005333903
hr_hrv_eda,PhysioNet,within_dataset,17,0.6559091721795101,0.7561237260861792
hr_hrv_eda,PhysioNet,other_datasets_only,17,0.690863579474343,0.7608617915251207
hr_hrv_eda,PhysioNet,all_datasets,17,0.6673520472018595,0.7627391382084748
hr_hrv_eda,PhysioNet,within_dataset,18,0.7865384615384616,0.8744343891402715
hr_hrv_eda,PhysioNet,other_datasets_only,18,0.689027149321267,0.7035067873303168
hr_hrv_eda,PhysioNet,all_datasets,18,0.7366515837104073,0.7884615384615384
hr_hrv_eda,PhysioNet,within_dataset,19,0.6769338959212376,0.7743084857008908
hr_hrv_eda,PhysioNet,other_datasets_only,19,0.639662447257384,0.6529770276605721
hr_hrv_eda,PhysioNet,all_datasets,19,0.6935302390998594,0.70014064697609
hr_hrv_eda,Stress-Predict,within_dataset,0,0.682552808727948,0.7483751160631384
hr_hrv_eda,Stress-Predict,other_datasets_only,0,0.6732169800371401,0.7296454271123491
hr_hrv_eda,Stress-Predict,all_datasets,0,0.7000493268337976,0.7548673978644383
hr_hrv_eda,Stress-Predict,within_dataset,1,0.7338919570875388,0.8111470830952834
hr_hrv_eda,Stress-Predict,other_datasets_only,1,0.6074715927124992,0.6519472481432109
hr_hrv_eda,Stress-Predict,all_datasets,1,0.67209420427855,0.7315431981209928
hr_hrv_eda,Stress-Predict,within_dataset,2,0.6678381355800711,0.7362798491830749
hr_hrv_eda,Stress-Predict,other_datasets_only,2,0.5869757482660708,0.6661856661856662
hr_hrv_eda,Stress-Predict,all_datasets,2,0.6481093577867771,0.7099567099567099
hr_hrv_eda,Stress-Predict,within_dataset,3,0.6981545337496855,0.7895916887422119
hr_hrv_eda,Stress-Predict,other_datasets_only,3,0.6513371120747067,0.708617602225807
hr_hrv_eda,Stress-Predict,all_datasets,3,0.6923236299595981,0.7567151588699293
