features,test_dataset,split,source_stress_rate,target_stress_rate,fixed_0.5,prevalence,oracle,auroc,mean_score
hr_hrv_eda,UBFC-Phys,9,0.2696929238985314,0.6666666666666666,0.875,0.7,0.9125,0.96875,0.5026985
hr_hrv_eda,UBFC-Phys,10,0.2696929238985314,0.5,0.675,0.625,0.775,0.775,0.45590323
hr_hrv_eda,UBFC-Phys,11,0.2696929238985314,0.5,0.675,0.625,0.75,0.76,0.47557425
hr_hrv_eda,UBFC-Phys,12,0.2696929238985314,0.5,0.85,0.725,0.975,0.97,0.42079586
hr_hrv_eda,UBFC-Phys,13,0.2696929238985314,0.6,0.8083333333333333,0.6916666666666667,0.9333333333333333,0.9483333333333335,0.39858323
hr_hrv_eda,UBFC-Phys,14,0.2696929238985314,0.3333333333333333,0.925,0.825,0.95,0.9400000000000001,0.39646134
hr_hrv_eda,UBFC-Phys,15,0.2696929238985314,0.5,0.7749999999999999,0.675,0.875,0.8825000000000001,0.3996184
hr_hrv_eda,UBFC-Phys,16,0.2696929238985314,0.3333333333333333,0.9,0.9,0.975,0.995,0.3166959
hr_hrv_eda,UBFC-Phys,17,0.2696929238985314,0.5,0.85,0.775,1.0,1.0,0.3569108
hr_hrv_eda,UBFC-Phys,18,0.2696929238985314,0.5,0.6,0.675,0.7,0.7575000000000001,0.3929007
hr_hrv_eda,UBFC-Phys,19,0.2696929238985314,0.3333333333333333,0.9,0.9,0.975,0.995,0.32207614
hr_hrv_eda,WESAD,0,0.29485309439466556,0.2206405693950178,0.9325747532773605,0.9417071733686846,0.9736706436883193,0.9952864928560907,0.39206448
hr_hrv_eda,WESAD,1,0.29485309439466556,0.21660649819494585,0.8675883256528418,0.896121351766513,0.9200460829493087,0.9719662058371735,0.41998786
hr_hrv_eda,WESAD,2,0.29485309439466556,0.2246376811594203,0.8515978293638831,0.8492613807657522,0.881971661139584,0.9542508290624059,0.39728513
hr_hrv_eda,WESAD,3,0.29485309439466556,0.2158273381294964,0.938914373088685,0.938914373088685,0.9641437308868501,0.9713302752293578,0.39449397
hr_hrv_eda,WESAD,4,0.29485309439466556,0.21785714285714286,0.91324200913242,0.9497716894977168,0.964406018414552,0.9882476233250992,0.42971763
hr_hrv_eda,WESAD,5,0.29485309439466556,0.21660649819494585,0.8984254992319508,0.896121351766513,0.9338709677419355,0.9854838709677419,0.3964994
hr_hrv_eda,WESAD,6,0.29485309439466556,0.22661870503597123,0.8172019195275009,0.8247323735695828,0.8404577334809893,0.9202657807308969,0.38213393
hr_hrv_eda,WESAD,7,0.29485309439466556,0.2277580071174377,0.8863047235023042,0.8978254608294931,0.9116503456221198,0.961477534562212,0.40405953
hr_hrv_eda,WESAD,8,0.29485309439466556,0.21942446043165467,0.8637531162650147,0.8571050842335877,0.8960111807811437,0.9579209790738082,0.37388486
hr_hrv_eda,WESAD,9,0.29485309439466556,0.21739130434782608,0.9111111111111111,0.9064814814814814,0.9513888888888888,0.9890432098765433,0.40117192
